Canonical Pathways	GFP1	GFP25	GFP26	GFP27	GFP28	GFP29	GFP3
Choline Biosynthesis III	0.23734713353971099	0.0	0.39276364405330316	0.7546226748858329	0.37330395337627026	0.2533525475887698	0.4043478722685534
Sertoli Cell-Sertoli Cell Junction Signaling	-0.0	0.41001587753153024	-0.0	0.5754665225989112	0.1508037535865685	0.20182611989300456	1.0759836844556363
Androgen Signaling	0.10966345732147631	-0.0	0.0972030942749508	0.42674706568801746	0.44738953491785893	1.0084539311938974	0.3176557725541049
Dopamine-DARPP32 Feedback in cAMP Signaling	0.13728803442772589	-0.0	0.2615557985723468	0.609360271208805	0.16203517262556633	0.7789998068707588	0.4545759329225679
Heparan Sulfate Biosynthesis (Late Stages)	0.11965728621395748	-0.0	0.2496619594551945	0.20988189893703876	0.06328293734715294	0.746926236788282	1.0115336816719545
Pyrimidine Ribonucleotides Interconversion	0.2747747581140457	-0.0	0.604879957106136	0.0	-0.0	0.0	1.5056785662756902
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	0.11965728621395748	0.0	-0.0	0.47953289094992807	0.2027747851423358	0.28109274444511895	1.2888295942613992
Cholesterol Biosynthesis I	0.11965728621395748	0.0	-0.0	0.47953289094992807	0.2027747851423358	0.28109274444511895	1.2888295942613992
Cholesterol Biosynthesis III (via Desmosterol)	0.11965728621395748	0.0	-0.0	0.47953289094992807	0.2027747851423358	0.28109274444511895	1.2888295942613992
FcγRIIB Signaling in B Lymphocytes	0.10978727950775327	0.2165791514130542	-0.0	0.32872480632758794	0.19719220562941214	0.32157009084001836	1.1818837633289665
Gαs Signaling	-0.0	0.2095893941010555	0.06350561983420332	0.8017905554457715	0.22730420459491266	0.7572865053615797	0.28633577397848564
Mechanisms of Viral Exit from Host Cells	0.2747747581140457	0.6253010806398481	0.3160768940757423	0.2988519885518121	0.15766376586236813	0.24320810959015776	0.425147587322474
Neuroinflammation Signaling Pathway	0.3005859165886633	0.38012096118201405	0.07701893024753921	0.4015753121794653	-0.0	0.3066265558688709	0.8276424830388764
Superpathway of Serine and Glycine Biosynthesis I	0.0	0.0	0.21357360942682205	0.0	0.0	1.3614572428522598	0.7184237280961746
Autoimmune Thyroid Disease Signaling	0.7304351491958878	0.5601102736739335	0.07701893024753921	0.21895033594001076	-0.0	0.19567629698333322	0.5084511325130437
Antioxidant Action of Vitamin C	-0.0	-0.0	-0.0	0.9611023882289133	0.09934283091194233	0.3985668961277925	0.8276424830388764
RAR Activation	0.23734713353971099	0.8550899719252548	0.18644580021924909	-0.0	0.15766376586236813	-0.0	0.8383704733432037
Pyrimidine Ribonucleotides De Novo Biosynthesis	0.23753119047816829	-0.0	0.5853484511030556	0.0	-0.0	0.0	1.447864402058155
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.12627554311725908	0.36446533763887345	0.7398328259787745	-0.0	0.10412362339878213	0.19567629698333322	0.7354625484829371
Telomerase Signaling	-0.0	0.7150183821583586	0.11892024697149735	0.6609321220986525	-0.0	0.7572865053615797	-0.0
Estrogen-Dependent Breast Cancer Signaling	0.18565444932777941	0.22250681256242463	-0.0	0.18960599792171298	0.12936579236070592	1.3614572428522598	0.15450691352827703
NAD Salvage Pathway II	-0.0	0.36845290536130537	0.5024544147997936	0.4904566120462811	0.0	0.15262366257057475	0.7287036603662558
Apelin Liver Signaling Pathway	0.16594856533809516	0.616151576712567	-0.0	0.4904566120462811	0.06328293734715294	0.15262366257057475	0.7287036603662558
fMLP Signaling in Neutrophils	-0.0	0.38945626008419887	-0.0	0.19891200529063377	0.3682090961699978	1.0084539311938974	0.24304286351467932
NF-κB Signaling	0.3005859165886633	0.8231874926632481	0.18054011361847452	0.13376874685653364	-0.0	0.21738993534498563	0.5494960637518187
Notch Signaling	-0.0	0.2659971836064099	0.08827301254668879	0.34180352692138855	0.7405213959737905	0.46051405688319036	0.3026520800246489
Pyridoxal 5'-phosphate Salvage Pathway	-0.0	-0.0	0.5853484511030556	0.4062539060415509	0.09934283091194233	0.5994434896483201	0.4842620782133667
Cardiomyocyte Differentiation via BMP Receptors	0.21331928755664045	0.7052397950789584	0.04939783757225016	0.0	0.26313729378763556	0.0	0.9395537697246468
Histamine Degradation	0.41212523044459426	0.0	0.17944407132329881	0.4008709600591095	-0.0	0.49940707750007846	0.6763470291837989
Renin-Angiotensin Signaling	0.10551813075069427	0.5266354983151719	0.09130330771781263	-0.0	-0.0	1.0084539311938974	0.4194699195036578
Actin Nucleation by ARP-WASP Complex	0.11965728621395748	0.533116475859801	-0.0	0.7005580229008361	0.44738953491785893	0.33850221299836636	-0.0
NAD Biosynthesis III	0.0	0.38945626008419887	0.08827301254668879	0.7546226748858329	0.1508037535865685	0.4196066980119326	0.3337881793138097
β-alanine Degradation I	0.32196747031509065	0.0	0.604879957106136	0.0	0.0	0.664005188501353	0.5448957590667098
Prostate Cancer Signaling	-0.0	0.26324088420014913	-0.0	0.35893582254792944	0.11422445948341267	1.109737476025469	0.28441186742848906
B Cell Receptor Signaling	0.17979852805728677	0.323735993650262	0.06350561983420332	-0.0	-0.0	0.6187798291770263	0.9395537697246468
PAK Signaling	-0.0	0.5134201766357855	-0.0	0.18510237023601553	0.21823102957975776	0.8538537990094911	0.3406314677886611
Rac Signaling	-0.0	0.6977564216838744	-0.0	0.34180352692138855	0.2895414702839333	0.513863215296612	0.2640025311391347
α-Adrenergic Signaling	-0.0	-0.0	0.09162944945952833	0.32872480632758794	0.44738953491785893	0.8730801908470363	0.3546008944944853
Sumoylation Pathway	0.2747747581140457	0.22250681256242463	-0.0	0.4015753121794653	0.06328293734715294	0.20182611989300456	0.9249723305406975
UVB-Induced MAPK Signaling	0.3005859165886633	0.34076337882489866	0.26964868828054445	-0.0	0.08911565538214133	0.7696982497520835	0.3168654213167215
T Cell Exhaustion Signaling Pathway	0.40037324618980547	0.36446533763887345	0.05688885495986506	-0.0	-0.0	0.5301151122904934	0.7302334177798154
TCA Cycle II (Eukaryotic)	-0.0	0.0	0.18644580021924909	0.5070657571103374	0.37330395337627026	1.0084539311938974	0.0
Mitochondrial L-carnitine Shuttle Pathway	0.09143356377481628	0.22524824841779947	0.5737112876907371	0.0	0.0	0.49940707750007846	0.6763470291837989
Calcium Signaling	0.5404141803804351	0.18860766344371938	-0.0	0.8017905554457715	-0.0	0.21738993534498563	0.3168654213167215
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	0.32196747031509065	0.18860766344371938	0.5853484511030556	0.0	0.09934283091194233	0.0	0.8466726414860237
Glycine Cleavage Complex	0.0	0.0	0.0	0.32872480632758794	0.9557593104550989	0.4196066980119326	0.3337881793138097
Atherosclerosis Signaling	0.1931433131058695	0.35124999004372975	-0.0	0.4904566120462811	0.08911565538214133	0.9090045314673696	-0.0
Tight Junction Signaling	0.17979852805728677	-0.0	-0.0	0.7005580229008361	-0.0	0.7428881612305102	0.4079057356299149
T Helper Cell Differentiation	0.7304351491958878	0.8550899719252548	0.06825604506330674	-0.0	-0.0	0.21324327426968964	0.16202625778252802
Nur77 Signaling in T Lymphocytes	0.23734713353971099	0.295813944431979	-0.0	0.14849122360477224	-0.0	0.28109274444511895	1.0115336816719545
Circadian Rhythm Signaling	0.11807288956921891	0.30150117009362454	0.02803729772606147	0.8781635157656448	-0.0	0.2970155305842745	0.3406314677886611
Fatty Acid Activation	0.11965728621395748	0.26308327221987776	0.10887573877293925	0.0	0.0	0.6292170379611886	0.8310777732225889
Senescence Pathway	-0.0	-0.0	0.14682732051214947	-0.0	0.09181163325428959	0.24769169654657558	1.4638852697827618
Phagosome Formation	0.1942342206397	0.8841702859380207	-0.0	0.26891098356169657	0.1508037535865685	0.43132598865116195	-0.0
Retinoate Biosynthesis I	0.575048149917405	0.30150117009362454	0.18644580021924909	0.3966031840428209	0.11951988411914279	-0.0	0.3406314677886611
PPARα/RXRα Activation	-0.0	0.39005252654032035	-0.0	-0.0	-0.0	0.3402862020585477	1.1823427210006932
Pentose Phosphate Pathway	0.0	0.6455071004112484	0.339820074547716	0.0	0.06498379456383052	0.31169747915071394	0.5494960637518187
Guanosine Nucleotides Degradation III	0.12244564335794617	0.0	0.529492353663397	0.4904566120462811	0.0	0.2870136450800324	0.481836882615769
T Cell Receptor Signaling	0.13728803442772589	0.45242153502359345	-0.0	-0.0	-0.0	0.7763374486885041	0.5448957590667098
PI3K/AKT Signaling	0.5404141803804351	0.466582077764544	0.10887573877293925	-0.0	-0.0	0.30940527588975786	0.4783579185411884
Chondroitin and Dermatan Biosynthesis	0.21331928755664045	0.0	0.0	0.7546226748858329	0.1508037535865685	0.4196066980119326	0.3337881793138097
Agranulocyte Adhesion and Diapedesis	-0.0	0.616151576712567	-0.0	0.93281954716261	0.06498379456383052	0.25440063940502167	-0.0
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	0.0	0.7696839966841884	0.06972766574148972	0.2988519885518121	0.0	0.0	0.7184237280961746
Toll-like Receptor Signaling	0.17979852805728677	0.21340821308355362	0.2902176835694981	-0.0	-0.0	-0.0	1.1725535315079252
Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.11965728621395748	0.0	0.5149206227337333	0.47953289094992807	0.0	0.28109274444511895	0.4570547213548826
VEGF Family Ligand-Receptor Interactions	0.3984008372585546	0.18825381357193507	0.09662428547667103	-0.0	0.1508037535865685	1.0084539311938974	-0.0
2-ketoglutarate Dehydrogenase Complex	0.0	0.0	0.0	0.3610528896727612	0.44738953491785893	1.0084539311938974	0.0
FAK Signaling	-0.0	0.8281566617186269	-0.0	0.32872480632758794	0.15766376586236813	0.23050004330238325	0.26319521274982133
γ-glutamyl Cycle	0.13728803442772589	0.6172770848002297	-0.0	0.5070657571103374	0.23064064419585312	0.29869612856726735	0.0
CD27 Signaling in Lymphocytes	0.11807288956921891	0.18825381357193507	-0.0	-0.0	-0.0	0.31169747915071394	1.1725535315079252
Pentose Phosphate Pathway (Oxidative Branch)	0.0	0.466582077764544	0.39276364405330316	0.0	0.0	0.4910699555656492	0.4020185809731851
B Cell Development	0.5261387085227972	0.47489194538904617	-0.0	0.1526767680138796	-0.0	0.28109274444511895	0.3168654213167215
Adenine and Adenosine Salvage III	0.0	0.38945626008419887	0.08827301254668879	0.32872480632758794	0.1508037535865685	0.0	0.7874393389613407
PFKFB4 Signaling Pathway	-0.0	-0.0	0.08827301254668879	0.24369179646483657	-0.0	0.6012251742465125	0.7952204458338187
Acute Myeloid Leukemia Signaling	-0.0	0.1660766151562648	-0.0	0.2269895907445168	-0.0	0.3863897225395184	0.9395537697246468
Bupropion Degradation	-0.0	0.1646902119077272	0.18054011361847452	0.7681052729823545	0.19719220562941214	0.38518291965367535	-0.0
Melanocyte Development and Pigmentation Signaling	-0.0	-0.0	-0.0	0.46090082234478286	-0.0	0.8774940951808962	0.3546008944944853
Apelin Cardiac Fibroblast Signaling Pathway	-0.0	0.39005252654032035	-0.0	0.07399991458946689	0.0	0.411180084025976	0.8154772024113193
April Mediated Signaling	0.2764778828720488	-0.0	-0.0	-0.0	0.0	0.44170632123349113	0.9656174843150505
LXR/RXR Activation	-0.0	0.7849074614721937	0.20636255455803695	-0.0	-0.0	0.4500006328702017	0.21774016803020083
Zymosterol Biosynthesis	0.0	0.0	0.0	0.7546226748858329	0.1508037535865685	0.4196066980119326	0.3337881793138097
Superpathway of Inositol Phosphate Compounds	0.1092149392478569	0.8231874926632481	-0.0	0.14849122360477224	0.1508037535865685	0.4196066980119326	-0.0
Valine Degradation I	0.23557042205366358	0.0	0.3160768940757423	0.11887235064013418	-0.0	0.8538537990094911	0.11400177889536518
Folate Transformations I	0.0	0.0	0.17944407132329881	0.23721170083418322	0.6110380500563598	0.33117021999267393	0.2640025311391347
B Cell Activating Factor Signaling	0.2747747581140457	-0.0	-0.0	0.0	0.0	0.4196066980119326	0.9280384596943475
Granulocyte Adhesion and Diapedesis	-0.0	0.5622188551750824	-0.0	0.7546226748858329	-0.0	0.2970155305842745	-0.0
EGF Signaling	0.1931433131058695	0.685950574635426	-0.0	-0.0	-0.0	0.2991237271105341	0.43431597460305127
Inhibition of Angiogenesis by TSP1	0.32196747031509065	0.0	-0.0	0.17159684740949235	-0.0	-0.0	1.1174907254675528
RANK Signaling in Osteoclasts	0.12403612379426299	0.16861984345810485	-0.0	-0.0	-0.0	0.7572865053615797	0.5494960637518187
NAD Salvage Pathway III	0.0	0.36845290536130537	0.21357360942682205	0.2988519885518121	0.0	0.0	0.7184237280961746
Acetone Degradation I (to Methylglyoxal)	-0.0	0.12077737485207449	0.10887573877293925	0.6771885452324712	0.1508037535865685	0.31987878902136335	0.20538291760970612
Purine Ribonucleosides Degradation to Ribose-1-phosphate	0.0	0.36845290536130537	0.06972766574148972	0.2988519885518121	0.11951988411914279	0.0	0.7184237280961746
HIPPO signaling	-0.0	-0.0	0.39276364405330316	0.5163241005413576	0.06498379456383052	-0.0	0.6005621938686351
Growth Hormone Signaling	0.19798166810752532	0.36845290536130537	0.2496619594551945	-0.0	-0.0	0.746926236788282	-0.0
Ceramide Degradation	0.21331928755664045	0.0	0.08827301254668879	0.7546226748858329	0.1508037535865685	0.0	0.3337881793138097
Chemokine Signaling	0.23557042205366358	-0.0	-0.0	-0.0	-0.0	0.44170632123349113	0.8606711440219666
Parkinson's Signaling	0.1009498719365608	0.2325105082085816	0.08827301254668879	0.13679303350047525	-0.0	0.24320810959015776	0.7184237280961746
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0.0	0.1660766151562648	-0.0	-0.0	-0.0	0.3863897225395184	0.9395537697246468
Stearate Biosynthesis I (Animals)	-0.0	0.38012096118201405	0.08827301254668879	0.0	-0.0	0.21324327426968964	0.7952204458338187
Serine Biosynthesis	0.0	0.0	0.09130330771781263	0.0	0.0	1.0084539311938974	0.3546008944944853
Thioredoxin Pathway	0.0	0.0	0.06972766574148972	0.7005580229008361	0.37330395337627026	0.0	0.29832065600018115
Sphingosine and Sphingosine-1-phosphate Metabolism	0.17979852805728677	0.0	0.18644580021924909	0.6609321220986525	0.09934283091194233	0.0	0.28441186742848906
Vitamin-C Transport	0.1009498719365608	0.0	-0.0	0.7036826695733734	0.15766376586236813	0.0	0.3818063028049855
FLT3 Signaling in Hematopoietic Progenitor Cells	-0.0	0.2047895022819665	0.10887573877293925	0.15564910960279818	-0.0	0.8485726421730734	-0.0
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	0.0	0.6239136828105597	-0.0	-0.0	0.06498379456383052	0.1596482912016609	0.45931235132158277
Inflammasome pathway	0.054928986464259956	0.7052397950789584	0.11719833500669381	0.10318609995302246	-0.0	0.0	0.3258983461171995
Melatonin Degradation I	0.09143356377481628	-0.0	0.18644580021924909	0.6570472183334473	0.0511595091826031	0.28109274444511895	-0.0
Interferon Signaling	0.10462197400932358	0.0	0.5853484511030556	0.1526767680138796	-0.0	0.28109274444511895	0.1404238203742308
2-oxobutanoate Degradation I	0.0	0.0	0.0	0.3610528896727612	0.44738953491785893	0.4424760542963112	0.0
Methylglyoxal Degradation I	0.2747747581140457	0.0	0.5149206227337333	0.46090082234478286	0.0	0.0	0.0
4-aminobutyrate Degradation I	0.2747747581140457	0.0	0.5149206227337333	0.0	0.0	0.0	0.4570547213548826
Lanosterol Biosynthesis	0.41212523044459426	0.0	0.0	0.0	0.0	0.0	0.6981992137764165
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.41212523044459426	0.3095349326519685	-0.0	-0.0	-0.0	0.3513062635063471	-0.0
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.1931433131058695	0.18860766344371938	0.5853484511030556	0.08288200009240221	-0.0	0.0	-0.0
Cell Cycle Regulation by BTG Family Proteins	-0.0	-0.0	-0.0	0.14849122360477224	-0.0	0.7476219004995962	0.13447806856358896
Bile Acid Biosynthesis, Neutral Pathway	0.11965728621395748	0.0	0.5149206227337333	0.17159684740949235	0.0	0.0	0.18972174524531202
CDP-diacylglycerol Biosynthesis I	0.21331928755664045	0.2047895022819665	0.46410708095574343	0.10318609995302246	0.0	0.0	-0.0
Geranylgeranyldiphosphate Biosynthesis	0.0	0.0	0.5149206227337333	0.0	0.0	0.0	0.4570547213548826
Phenylethylamine Degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.9656174843150505
Androgen Biosynthesis	0.0	0.0	0.39276364405330316	0.14849122360477224	0.0	0.2533525475887698	0.0
Nicotine Degradation III	-0.0	-0.0	0.08827301254668879	0.7005580229008361	-0.0	-0.0	-0.0
L-cysteine Degradation II	0.0	0.0	0.0	0.6609321220986525	0.0	0.0	0.0
Fatty Acid β-oxidation III (Unsaturated, Odd Number)	0.0	0.0	0.39276364405330316	0.0	0.0	0.0	0.0
