Gene ID	Gene-level statistic	Sign (FC direction)	In gene-sets
KIFAP3	0.00532237829294624	-1	29
KLHL14	0.117524362676846	-1	7
KLHL41	0.0208716491204386	-1	15
KLK6	0.203964863308697	-1	7
KPNB1	0.00480118048915036	-1	41
KRTCAP2	0.00149164322183381	1	14
KSR1	0.926030408502624	1	14
KTN1	0.204493915932711	1	8
LAMA3	0.635680326789291	-1	1
LAMB1	0.976029344566187	1	8
LAMB2	0.66775680103715	1	8
LAMC1	0.0278123019410447	-1	6
LARS	5.0860126091245e-11	-1	41
LBR	0.212269334749065	1	7
LCLAT1	0.607957346697701	1	15
LCTL	0.689066952048811	1	6
LDAH	0.087739550334058	-1	2
LEMD2	2.06089897575611e-05	1	7
LGALS1	5.04147380838008e-21	-1	14
LIN28A	0.326012836764173	1	8
LMAN1	0.0038587120343623	-1	75
LMAN2	0.321421338484111	1	25
LMAN2L	0.421276123212768	1	19
LMF1	0.000211526833044999	-1	23
LMF2	5.69970986917215e-07	1	4
LNPK	0.00626828892948263	1	10
LOXL2	0.0842846505863878	-1	7
LPCAT1	0.0529556277988435	1	46
LPCAT2	0.0119334559318144	-1	21
LPCAT3	0.00169814994735299	1	12
LPCAT4	0.670875175412334	1	9
LPGAT1	0.265245606285737	1	12
LPIN1	0.159984598219388	-1	17
LPIN2	0.90956656560928	-1	13
LPIN3	1.37776725838527e-09	1	13
LRAT	0.215591053757204	1	12
LRBA	0.000799177982176399	-1	3
LRIT3	0.0369300411144431	1	7
LRP2	1.55849176490306e-06	-1	46
LRP5	0.9128871386242	-1	17
LRP6	0.153545769677174	-1	24
LRPAP1	0.00273973864281982	1	30
LRRC59	0.735282209160967	-1	4
LRRC8B	0.541734537851741	-1	5
LRRC8C	0.789517278196775	1	7
LRRC8D	0.0393660423813745	-1	6
LRRC8E	0.762535041588044	1	6
LRRK2	0.588758678358932	1	227
LRRTM1	0.0227646234720433	-1	31
LRTOMT	0.00718679940133673	1	4
LSG1	7.10674397636163e-13	1	6
LSS	4.01424273458835e-16	1	8
LTBP1	0.247090198796752	-1	5
LTC4S	0.908738317638535	-1	13
LYNX1	0.731007949151132	1	8
MACO1	0.0253984944089213	1	11
MAGT1	0.0253315927844694	1	37
MAN1A1	0.682236116864934	1	19
MAN1A2	0.428665159012376	-1	18
MAN1B1	1.13898189092191e-06	1	33
MAN1C1	0.996361480082799	1	21
MANF	0.00252473302747432	1	15
MAP2K1	0.00216810792904875	-1	35
MAP2K2	0.166441799516652	-1	33
MAP3K5	0.35408309745329	-1	37
MAPK8IP1	0.000173232579027311	1	27
01-Mar	0.245665764083477	1	28
02-Mar	0.952816725395093	1	15
05-Mar	0.00135826092282871	-1	17
06-Mar	0.427161691260495	-1	35
MATN3	0.617954761448391	-1	4
MBOAT1	0.726931370332439	-1	12
MBOAT2	0.0100714511615996	-1	12
MBOAT7	0.0913686802935156	1	15
MBTPS1	0.185406818025505	1	26
MBTPS2	0.0344413057846486	-1	19
MCFD2	0.846980447829037	-1	41
MCRS1	0.367673490209005	1	16
MCTP1	0.640053004247257	-1	37
MELTF	0.337139922515157	1	11
MEN1	0.0011602330065215	1	21
MESD	4.74311743057264e-11	1	17
METTL7A	0.140178717509782	-1	13
MFGE8	0.00294362406490533	1	13
MFSD2A	1.7587714999764e-08	1	9
MGAT4A	0.352344392716321	1	20
MGLL	0.000267082094507058	-1	8
MGST1	0.260098817970525	-1	27
MGST2	0.617674367124595	1	13
MGST3	0.0667547659351621	1	5
MIA2	0.963704061334627	-1	11
MIA3	0.551929272479555	1	30
MINPP1	1.21126365111253e-08	-1	5
MIP	0.745399899067598	1	3
MLANA	0.74900928795756	1	8
MLC1	0.181846887741508	-1	20
MLEC	0.330915673117186	1	22
MMGT1	0.801619533295124	1	15
MMP23B	0.0376248032997044	1	4
MOGAT3	0.918356644104898	-1	9
MOGS	0.679741764673418	1	13
MOSPD1	3.63610183598315e-07	1	7
MOSPD3	2.59593936391083e-07	1	3
MOXD1	7.29873103261576e-08	-1	12
MPDU1	0.00679519979013435	1	15
MPPE1	0.0204398173409275	1	32
MPZ	0.772131769618499	1	3
MR1	0.784060442238217	-1	7
MRAP2	0.8011329562134	-1	16
MRLN	0.141975353566232	1	11
MRVI1	0.327978572212412	-1	4
MSMO1	0.960470275342316	-1	6
MSRB3	0.239483628085049	1	5
MTDH	0.147268015259264	1	12
MTMR12	0.992979676066642	1	9
MTOR	0.555817607408321	-1	87
MTTP	0.854782739244243	1	10
MX1	0.653740704821481	1	16
MXRA8	5.58159904730561e-06	-1	8
MYDGF	0.911943222435027	-1	11
MYMX	0.370361057943554	-1	8
MYO1D	8.32755690231397e-08	-1	21
MYO5A	0.0409505412185593	1	63
MYORG	0.615085955349471	-1	7
MYRF	0.335461793356755	-1	7
MZB1	0.666247373593458	1	10
NAT8L	0.756304816275751	-1	6
NBAS	0.000253855371225936	-1	13
NBEAL2	2.20716736042911e-05	1	16
NCEH1	0.104833994194572	-1	3
NCF1	0.0894964104818363	1	44
NCK1	0.340629126430279	-1	57
NCK2	0.589777503390182	-1	49
NCLN	0.00289555448008467	1	8
NCSTN	0.304620738021532	1	53
NDFIP2	0.515805307537663	1	24
NDRG4	4.19719143149667e-07	-1	22
NDUFB8	2.88535311517735e-18	-1	4
NECAB3	0.00223700294277485	1	15
NFE2L1	0.485997756123002	-1	41
NHLRC1	0.000128731899453872	1	18
NLRP3	0.277157621235381	1	33
NOMO1	0.512377161820626	1	4
NOMO2	0.41677605377653	-1	4
NOMO3	0.283726537457023	1	4
NOS1	0.0446445095116909	-1	46
NOS1AP	0.725906496100349	-1	15
NOTCH1	0.767065885256792	1	40
NOTCH2	0.0765437921822403	-1	14
NOTCH3	9.2297128606854e-05	-1	7
NOTCH4	0.21354645134401	1	7
NOTUM	0.0790871256658149	-1	7
NOX4	0.00327426003357526	1	22
NOX5	0.984792588504916	-1	12
NPC1	0.08965844956747	1	40
NPC2	0.213899000526077	1	20
NPLOC4	0.105755774166918	1	30
NR3C2	0.000526313800410076	-1	4
NRROS	0.000412785601895006	1	4
NRXN1	6.30731866279453e-17	-1	34
NSDHL	0.600814969644439	1	6
NSG1	0.696208512253003	-1	66
NT5C3A	0.215343379805855	1	5
NTSR1	0.00925211999966599	-1	41
NUCB1	0.304889732571015	1	31
NUCB2	0.224905523758822	1	5
NUP210	0.944186027281758	-1	21
NUS1	4.3300233345728e-06	1	27
OCA2	0.0128854675023471	-1	16
OLFM1	0.350021061324377	-1	12
OPRM1	0.13653217605706	1	38
ORMDL1	0.0442958746802004	1	14
ORMDL2	1.83339119237736e-05	1	14
ORMDL3	0.00209956614496549	1	30
OS9	0.0320119566924541	-1	78
OSBP	0.0961755280590133	-1	19
OSBP2	0.315184136410379	-1	8
OSBPL3	0.0409742428807568	-1	8
OSBPL5	0.000216901615353215	1	17
OSBPL6	0.0024943645105632	-1	7
OSBPL8	0.638609120420297	-1	23
OST4	0.00536955149373726	1	15
OSTC	0.297014248271875	1	18
OTOF	0.0370227129137663	-1	33
P2RX3	0.874402327029987	-1	35
P3H1	3.26491283253045e-07	1	19
P3H2	0.258515022628106	-1	6
P3H3	0.236016153310711	1	4
P3H4	0.439647098478021	-1	3
P4HA1	0.256302948739287	-1	6
P4HA2	0.018548620160431	-1	5
P4HA3	0.632347043494243	1	5
P4HB	0.0446321551576641	1	37
P4HTM	4.89272506035338e-05	1	5
PACS2	0.0037558323357374	1	11
PAFAH2	0.876635155688066	-1	6
PANX1	0.0459202846057506	1	17
PARK7	0.186465856781929	-1	126
PARP16	0.985644097992904	1	17
PCDHA1	0.716262401226889	-1	1
PCSK6	0.628978946472055	-1	9
PCSK9	0.000132085968123169	1	77
PCYT1A	0.0817756512075001	1	10
PCYT1B	0.63340378905775	-1	10
PCYT2	0.201204980010594	1	7
PDCD6	0.0391105197684177	1	63
PDCD6IP	0.00539182134979873	-1	42
PDE2A	0.579380631964443	1	20
PDE3B	0.000465530299850902	1	8
PDE9A	0.00446504652472654	-1	12
PDGFA	0.755919670587646	-1	29
PDGFB	6.18949043129026e-05	-1	47
PDGFC	0.0512864255854763	-1	12
PDGFD	8.47874729896225e-05	-1	14
PDIA2	0.00217442654115159	1	24
PDIA3	0.500065067231105	1	38
PDIA4	1.36554857574466e-05	1	17
PDIA5	0.694949774542914	-1	18
PDIA6	0.822723731576535	-1	22
PDXDC1	0.135516520113249	-1	7
PDZD2	0.0938550041666211	-1	2
PDZD8	2.48837520224048e-09	-1	10
PEF1	2.28383790345525e-09	1	41
PEMT	0.0359315472565771	1	17
PENK	0.0199914413083942	1	29
PEX16	0.604277778358323	1	17
PEX3	0.014219211294635	1	13
PGAP1	0.726598383120268	-1	28
PGAP2	3.03597498427353e-23	1	22
PGAP3	2.61331032454973e-05	1	29
PGRMC1	0.12052763787851	1	25
PGS1	0.354591339405615	1	10
PHEX	0.955093165503503	1	7
PHTF1	0.243495175599079	1	4
PHTF2	1.86541527121264e-11	1	1
PI4KB	0.0209731844645148	1	27
PIEZO1	0.00668003745131061	-1	16
PIGA	0.0056504810449536	1	32
PIGB	0.221988784209587	-1	28
PIGC	0.210839107589053	1	32
PIGF	0.101014231376093	1	24
PIGG	0.000480156718151269	1	26
PIGH	0.0303701524120688	1	32
PIGK	0.31606566709511	-1	36
PIGL	0.935845530793825	-1	23
PIGM	0.0241826060067316	1	25
PIGN	0.35887705416725	1	24
PIGO	0.725261337743945	1	19
PIGP	0.484143352909557	-1	32
PIGQ	0.788034145840006	1	33
PIGS	0.949705694218364	1	25
PIGT	0.00595104989769206	1	27
PIGU	0.404213036620493	-1	32
PIGV	0.551211985061539	1	30
PIGW	1.32101542855601e-08	1	29
PIGX	0.000188802234575442	1	23
PIGZ	0.000749730126318533	1	28
PIK3C2B	0.287098833472764	-1	30
PIK3R1	0.204438547148765	1	82
PIP4K2B	0.00695922904388782	1	35
PITPNB	0.199601692115688	-1	12
PITPNM1	0.767591572162117	-1	24
PJA2	0.626314596012199	-1	21
PKD1	0.010383377283997	1	42
PKD2	0.323039761483906	1	37
PKD2L1	0.248451835969602	-1	9
PKMYT1	0.113191676731711	-1	9
PLA2G4A	1.02899295053077e-19	-1	20
PLA2G4C	0.947893823025819	1	14
PLAAT3	0.691613886382147	-1	13
PLAUR	0.0530392217589056	1	43
PLCB4	0.734944361763144	-1	13
PLCD4	0.130475850799245	1	11
PLD1	0.000891507191974781	-1	44
PLD2	0.499966054028594	-1	17
PLD3	0.238230405256643	-1	3
PLD4	0.151094177752695	1	13
PLEKHF2	0.137526624238821	1	11
PLIN1	0.251775429230071	1	4
PLIN2	0.88410846547749	1	3
PLOD1	0.0571672775442576	-1	10
PLOD2	0.0409298742692852	-1	9
PLOD3	1.81107639557544e-10	1	23
PLP2	0.568803385189999	1	3
PLPP7	0.0077541667284929	-1	3
PMEL	1.03603167529083e-16	-1	16
PML	0.490746576321741	-1	78
PNLDC1	0.319871017066248	1	5
PNPLA2	2.26900933065527e-14	1	13
PNPLA3	0.0711996736544002	-1	16
PNPLA6	0.451463695382474	1	9
PNPLA7	0.0150976402968263	1	5
PNPLA8	1.10371570029808e-06	1	18
PNPT1	7.29614235381334e-05	-1	15
POFUT1	0.996591342415513	1	11
POFUT2	0.392555029205432	1	16
POGLUT1	0.0772005084270507	1	18
POGLUT2	0.523468784131737	-1	18
POGLUT3	0.000971693658381209	1	18
POM121	0.0542782907433539	1	24
POM121C	0.000821394997328565	1	24
POMGNT2	0.0190141035373786	1	16
POMK	0.953844449318033	-1	11
POMP	0.470949438028276	1	2
POMT1	2.74640714247218e-07	1	23
POMT2	0.000239383597819203	1	34
POR	0.014742297201253	1	15
PORCN	0.642550113439537	1	13
POU2F1	0.0778121886667819	-1	1
PPIB	0.00194997142915862	1	21
PPM1L	0.476820119665142	-1	9
PPP1R15A	4.88130299873235e-09	1	42
PPP1R15B	0.815143238847803	1	30
PRCD	0.867623572549534	1	6
PRDX4	0.323813111386262	1	21
PREB	0.362322430832744	1	55
PRKCA	0.000224806314595112	-1	28
PRKCD	0.827398816325815	-1	86
PRKCE	6.62634368029108e-06	-1	67
PRKCSH	0.0572913041261939	-1	8
PRKN	0.430746641730745	1	167
PRNP	1.32144601615681e-06	1	67
PROC	0.799083362488904	-1	11
PROM1	0.713327541067813	-1	9
PROS1	0.000101564893608635	-1	22
PRSS23	1.00316390040782e-11	1	5
PRSS50	0.0211475508081363	1	3
PRSS56	0.236371697334585	-1	2
PRXL2B	0.489563727296712	1	2
PSEN1	0.0324907534668155	1	153
PSEN2	0.046698127757079	1	29
PSENEN	0.495492998569984	1	26
PSKH1	0.334841972101087	1	5
PSMF1	1.07293230781655e-05	1	40
PSMG1	0.786815314483026	-1	3
PTDSS1	0.0159986124294254	1	8
PTDSS2	8.46491747779222e-12	1	9
PTGES	3.07596328818426e-07	-1	10
PTGFRN	0.581184332936323	-1	5
PTGIS	0.537003991332122	1	15
PTGS1	0.962767160855243	-1	11
PTGS2	0.129491091235174	1	58
PTP4A1	2.95487292696356e-05	1	3
PTPN1	0.286621746156094	-1	61
PTPN2	0.664280033335058	1	30
PTPN5	0.243203357249303	-1	3
PTPRN2	0.00720839917595004	1	46
PUM3	0.022097534055547	-1	1
PXDN	0.85728459214375	-1	3
PYURF	0.0305079008008192	1	22
QSOX1	0.00622250522812522	-1	38
RAB10	0.767410441047071	-1	98
RAB12	0.915868047848215	-1	48
RAB14	0.620008575438594	-1	74
RAB18	0.00178167970462466	1	34
RAB19	0.126100598783809	1	18
RAB1A	0.327026021033328	-1	77
RAB1B	0.00530752531727722	1	57
RAB21	0.514327928434354	-1	70
RAB2A	0.904943700468404	1	27
RAB2B	0.135306138798096	-1	29
RAB30	0.439294458224773	-1	25
RAB32	5.22277608494836e-05	1	43
RAB33A	0.872510325548959	-1	19
RAB33B	0.709571751996574	1	42
RAB38	0.907957110958452	1	57
RAB3GAP1	3.72393151174175e-08	-1	87
RAB3GAP2	0.327883903755365	-1	49
RAB43	0.219035840380811	-1	35
RAB6A	0.271609050503776	-1	56
RAB9A	0.924191567195995	1	46
RAC1	0.549643048898543	1	87
RAET1G	0.183404148296961	1	7
RANGRF	0.991414036942895	-1	41
RAP1GDS1	0.62766856144091	-1	16
RASD1	0.0276815998306354	1	6
RASGRF2	8.56366277511555e-47	-1	18
RASGRP1	0.146255230360684	-1	57
RB1CC1	0.836001206301937	-1	23
RCE1	0.000312111435280579	1	8
RCN1	0.0273440458907958	-1	4
RCN2	0.304296744603906	1	3
RCN3	0.00817331431763961	1	21
RDH10	0.801527733061174	-1	6
RDH11	0.971767655009469	-1	7
RDH14	0.84212479797865	-1	9
RDH16	0.181255327496313	1	4
RDH5	0.0385250855603693	1	6
REEP1	0.250209915339145	1	16
REEP2	0.970244369326447	1	16
REEP3	0.476968731546829	-1	5
REEP4	0.762975451819578	1	6
REEP5	0.0147050523175794	1	3
REEP6	0.0358833414078127	-1	10
RER1	0.000134268131823959	1	32
RETREG1	0.96788469724677	1	14
RETSAT	0.396481448170915	-1	6
RFT1	0.967168329012488	1	4
RGMA	0.126998555946095	1	6
RHBDD1	0.61605762908814	-1	33
RHBDF1	0.367838649666141	1	27
RHBDF2	0.95123742796153	-1	12
RHEB	0.00501544944305269	1	26
RHOA	0.321952299213435	-1	94
RHOG	8.20215604050143e-10	1	55
RIC3	0.348706899087368	1	14
RINT1	2.11658463959038e-06	1	18
RNASET2	0.0112650658153087	1	20
RNF103	0.0314525093217238	1	23
RNF121	0.0467343313670208	1	23
RNF122	0.000193496561800248	-1	5
RNF125	0.345699124430936	-1	23
RNF128	0.0277709728828778	-1	27
RNF13	0.711318783333186	1	26
RNF139	2.3305032385734e-05	1	49
RNF145	9.69782494450043e-05	-1	6
RNF170	0.0121462837557488	-1	6
RNF180	0.035170372099696	-1	34
RNF183	0.0550129649755104	1	29
RNF185	0.382175878511327	1	52
RNF19B	1.70909938046667e-10	1	36
RNF26	0.313533170320573	1	13
RNF41	0.166227654810863	1	40
RNF43	0.491445944475715	-1	14
RNF5	0.000849234236138521	1	52
RNFT1	0.0192914109392333	1	35
RP9	0.832158735540403	1	7
RPL10	6.97366985806097e-07	-1	20
RPL13	0.016913346975009	-1	17
RPL18	0.153940320977174	-1	21
RPL21	0.317270714980249	-1	17
RPL24	0.371959489706876	-1	23
RPL27	0.984792588504916	-1	24
RPL27A	0.00619976021399543	1	17
RPL34	0.805962740788298	-1	18
RPL36A	2.23972250674049e-09	-1	17
RPL36AL	0.129598164308956	-1	2
RPL4	4.93623948056671e-16	-1	21
RPL5	0.00727789516799196	-1	48
RPLP0	4.66329714003218e-05	-1	26
RPN1	0.206378874981505	1	20
RPN2	0.205055761261974	1	27
RPS21	0.889752183104169	-1	20
RPS23	0.00245351055283184	-1	21
RPS26	0.600398220747394	-1	22
RPS27A	0.993452526368954	-1	52
RPS28	0.785826278037189	-1	23
RPS29	0.793297988502396	-1	24
RPS3	0.660828099183565	-1	61
RPS3A	0.47915039101439	-1	21
RPS6	0.499364291338367	-1	21
RPS8	0.604783096391268	1	20
RRAS2	0.336306063828352	-1	11
RRBP1	0.748213136736237	-1	6
RRS1	0.022664900179771	-1	11
RTCB	0.0204223959097526	-1	5
RTN1	0.335461793356755	1	5
RTN2	0.00671047006098756	-1	12
RTN3	0.151843255028338	1	10
RTN4	0.704301647254411	1	35
RTN4R	0.00172671012462085	1	34
RYR1	0.0314960423298372	-1	17
RYR2	0.000295208774412989	-1	24
RYR3	0.467499671428557	1	13
S100A1	0.00110182715121809	-1	13
S100A10	0.193787892749462	-1	22
SACM1L	0.0745220469093291	-1	23
SAMD8	2.11690101753431e-18	-1	19
SAR1A	0.460395506580255	-1	65
SAR1B	0.964576255500736	1	71
SARAF	0.325592050537616	1	6
SBF1	0.126956490563254	1	18
SC5D	0.00786327088011277	1	5
SCAP	3.04324834463957e-05	1	28
SCAPER	0.000753993873278361	-1	1
SCARA3	0.472952659887515	1	15
SCARB2	0.846347142093717	1	62
SCD	1.0485645602423e-12	-1	11
SCD5	0.106009327151085	1	8
SCFD1	0.962769233054482	1	64
SCG2	0.964205789954515	1	13
SCG3	0.493314838515879	1	17
SCN5A	0.000265716952073835	-1	14
SDC2	0.0599338637856094	-1	18
SDCBP	0.372145306622226	-1	86
SDF2	0.402710716627519	1	30
SDF2L1	0.756604720840618	1	21
SDF4	0.640599396233036	1	10
SDR16C5	0.0106634715607086	1	9
SEC11A	0.899942190621271	1	11
SEC11C	0.36674806247611	1	11
SEC13	0.581877598020629	-1	61
SEC16A	0.959479656332609	1	69
SEC16B	0.493518764457412	1	55
SEC22A	0.386695599641461	-1	6
SEC22B	0.709865813599828	-1	83
SEC22C	0.00610454855278538	1	6
SEC23A	0.23906047142063	-1	60
SEC23B	0.014462593101857	-1	47
SEC23IP	1.02669183995438e-14	-1	34
SEC24A	0.0725757729542928	-1	56
SEC24B	0.89618481520617	-1	54
SEC24C	0.765691655552127	1	45
SEC24D	0.00116981420828708	-1	45
SEC31A	0.847448254326197	-1	54
SEC31B	1.93369794004989e-05	1	37
SEC61A1	0.00158101757704105	1	34
SEC61A2	0.000527599818301061	1	29
SEC61B	0.0265478482585215	1	45
SEC61G	0.836397936396755	1	16
SEC62	0.0375027724089241	-1	23
SEC63	0.00055438090557473	1	23
SEL1L	0.0503613377623898	-1	39
SELENOF	0.309223330293059	1	5
SELENOI	0.642554283024935	-1	9
SELENOK	0.355327339611814	1	26
SELENOM	0.964965411158812	1	5
SELENON	0.0648697503644752	-1	9
SELENOS	0.313565312400661	1	58
SELENOT	0.682892234118543	1	16
SEMA3B	0.0231970570005448	1	4
SEMA4F	0.00210352697596695	1	7
SERAC1	9.27779152056317e-05	1	13
SERINC1	0.0624440683575263	1	15
SERP1	0.0137523694730994	-1	26
SERPINA10	0.139233731294969	1	9
SERPINH1	0.110803112550179	1	13
SET	0.387781855959533	-1	18
SEZ6	0.398847925117896	-1	13
SEZ6L	0.389152036689529	-1	5
SEZ6L2	0.00829745106654912	-1	3
SFTA3	0.842309129247089	-1	9
SFTPB	0.296668001436601	1	17
SGK1	6.82587345536344e-06	1	15
SGMS1	0.144453207520088	-1	27
SGMS2	0.606898087897411	-1	18
SGPL1	4.62724573145766e-06	1	14
SGPP1	0.50717237024104	-1	13
SGPP2	0.996591342415513	1	9
SHH	0.461802603120237	1	57
SHISA2	1.62077300971769e-44	-1	3
SHISA3	0.110299625204633	-1	3
SHISA5	0.0554242441585783	1	8
SIGMAR1	0.432745348630522	1	21
SIL1	2.43809606270844e-05	-1	13
SLC10A7	0.941123144963265	1	3
SLC18A1	0.816061622688669	1	33
SLC26A11	1.42182698568814e-05	1	6
SLC26A6	2.75725367172811e-11	1	11
SLC27A1	0.759069100256854	1	18
SLC27A2	0.432812890937502	-1	33
SLC27A3	0.000842177013874148	1	4
SLC27A4	7.27774803877324e-08	1	8
SLC27A5	0.164556477685297	-1	11
SLC2A4	0.176044178666421	-1	52
SLC30A1	2.15673493533352e-09	1	22
SLC30A9	0.946497333161009	1	2
SLC33A1	0.227553943779093	-1	6
SLC35A2	4.1313691902958e-05	1	7
SLC35B1	1.03313318205134e-06	1	9
SLC35B2	8.41189572216022e-20	1	14
SLC35B3	0.0317104410280423	1	13
SLC35B4	7.93730047925695e-05	1	10
SLC35D1	0.472952659887515	1	9
SLC35D3	0.0913239514475976	1	22
SLC35G1	1.03007412773198e-06	-1	4
SLC36A1	0.000439816282938166	1	6
SLC37A1	0.295969511866701	1	5
SLC37A2	0.00607718904488947	1	5
SLC37A3	0.00151113453678023	1	5
SLC37A4	0.401082485143921	1	6
SLC39A1	0.663885352732292	1	3
SLC39A13	4.67949815836153e-15	1	8
SLC39A6	0.640422039416729	1	7
SLC39A7	0.000792708876667153	1	5
SLC7A11	2.38886523698859e-07	-1	28
SLC8A3	0.951893257157882	-1	19
SLC9A1	0.000694253928622594	1	46
SLC9A6	0.000913272047180639	1	28
SLMAP	0.0725872634697026	-1	7
SMIM14	0.130213231676179	-1	3
SMPD4	0.377830856984946	1	17
SNCA	0.0619623622006564	-1	147
SNX10	0.977550303501829	-1	22
SOAT1	0.94198861301416	-1	15
SORL1	1.21045549682943e-07	-1	94
SORT1	0.00846007691761399	1	46
SPARCL1	0.855343429997503	1	6
SPAST	0.580190707042205	1	42
SPCS1	0.785276287909056	1	21
SPCS2	0.0740139180530671	1	19
SPCS3	0.573599141378262	1	19
SPINK5	0.26441415429662	-1	16
SPON1	7.43690430274088e-09	-1	13
SPP1	0.658004200856535	1	17
SPP2	0.982975348037935	1	15
SPPL2A	0.312669435975823	1	18
SPPL2B	8.92925199922939e-08	1	19
SPPL3	0.000856718182441303	1	22
SPTLC1	0.286068247833031	-1	21
SPTLC2	0.118752941164027	-1	21
SPTLC3	0.912880646039592	-1	12
SPTSSA	0.259636100091281	1	12
SPTSSB	0.342347457113206	1	14
SQLE	2.09046839536614e-06	1	5
SQSTM1	2.4676279812939e-06	1	56
SRD5A1	0.0324907534668155	-1	17
SRD5A3	0.0335601787999362	1	16
SREBF1	0.0160293436160344	-1	64
SREBF2	0.83328252801366	1	59
SRI	2.10825253633224e-08	1	43
SRL	0.165951266121443	-1	5
SRP68	4.22727241411986e-06	-1	23
SRP72	0.394705811423372	-1	23
SRP9	0.970767350636531	-1	27
SRPK1	0.598096923873234	1	6
SRPRA	6.5418225590436e-06	1	29
SRPRB	0.496342736994557	1	10
SRPX	0.0025974863816142	-1	15
SSR1	7.32234500293961e-08	1	16
SSR2	0.349428882667973	-1	11
SSR3	0.945917002241088	-1	15
SSR4	0.0760133918174792	1	7
STARD3	2.82704355703658e-05	1	20
STARD3NL	0.0556092814807751	1	20
STAU1	0.0413189936238182	-1	17
STAU2	0.154728452481287	-1	1
STBD1	0.836750517611669	1	26
STC2	5.1154578979937e-13	-1	15
STIM1	6.92856349489106e-08	1	18
STIM2	0.000623205016692789	1	8
STIMATE	0.32613101000732	1	12
STOM	0.294723962794313	1	51
STS	0.896589216786442	-1	12
STT3A	0.097768010033942	1	18
STT3B	0.772486118337519	1	32
STUB1	6.65599012767076e-08	-1	76
STX17	0.640422039416729	-1	53
STX18	0.422876400112795	-1	34
STX5	0.12851717001189	1	63
STX8	0.0283873293262561	-1	54
SUCO	0.927241240202616	-1	7
SULF1	4.73134221335251e-11	-1	8
SULF2	0.00470975271754701	-1	7
SULT2B1	0.0755163434859166	-1	5
SUMF1	0.344544815900272	-1	11
SUMF2	0.939197462717421	1	9
SURF4	0.000828740197894951	1	34
SV2A	0.122275379640749	1	44
SVIP	0.361772841312927	-1	85
SYNCRIP	0.419381989868184	1	10
SYNE2	0.79629056050585	-1	30
SYNE3	0.0185336389088195	-1	15
SYT6	0.00168981537923469	-1	36
SYVN1	1.3406312044196e-09	1	72
TAP1	0.00607718904488947	1	32
TAP2	2.84197519511701e-09	1	32
TAPBP	1.73254492211898e-22	1	38
TAPBPL	0.353704739505252	1	9
TAPT1	0.0973314808714481	-1	20
TBC1D20	6.37159188308139e-20	1	56
TBL2	0.857196763375954	-1	15
TBXAS1	0.525047883217082	1	8
TECR	0.578087739393661	1	10
TECRL	0.0654172213980425	1	2
TENM1	0.00735013456513895	-1	34
TENM2	0.293089484409204	-1	20
TESPA1	0.898781904401923	-1	6
TEX2	0.854898106902688	-1	5
TEX261	6.04365803412531e-08	1	15
TF	0.274386518796619	1	39
TFG	0.330031651030857	1	21
TFPI	0.55513974439604	1	9
TGFA	0.0114530631829092	-1	43
TGM2	9.19380843091183e-06	-1	15
TGOLN2	0.136175787997711	1	20
THADA	0.00157095656410159	-1	10
THBS1	0.791006270208922	-1	43
THBS4	0.581936323416899	-1	6
TICAM2	0.860583424170229	1	40
TIMP1	0.0285373073026822	1	26
TLR3	0.098227181307716	1	30
TM6SF2	0.306341275472854	1	6
TM7SF2	1.47332940922689e-12	1	7
TMBIM6	0.241337193174542	1	44
TMC6	0.860970339142762	1	21
TMC8	0.7528016438612	1	12
TMCC1	1.34857940871522e-06	1	12
TMCC2	0.143734342805056	1	3
TMCC3	0.00475706167271395	-1	3
TMCO1	0.206790932477171	1	13
TMED1	0.40727308293869	-1	16
TMED10	0.309445488166533	-1	58
TMED2	0.0238692590463057	1	56
TMED3	1.56380109220565e-05	1	35
TMED4	0.133835968485567	1	16
TMED5	0.982762148255989	-1	20
TMED6	0.693461265967567	-1	15
TMED7	0.519214151466891	1	34
TMED9	0.320907800540866	-1	42
TMEM100	0.000509196687105051	-1	4
TMEM106C	1.56857107272941e-05	1	3
TMEM109	0.00294814118934739	1	9
TMEM117	0.0413263836432211	1	5
TMEM119	0.408951371445119	1	3
TMEM129	0.621668798918112	1	24
TMEM131L	0.610689580658162	-1	2
TMEM132A	0.381553239154976	-1	8
TMEM147	0.000765041954149412	1	3
TMEM14A	0.000946338891661502	1	16
TMEM170A	0.528558437544775	-1	7
TMEM173	0.00245751535142623	1	27
TMEM178A	0.950033979411909	1	4
TMEM189	0.080597475364136	1	3
TMEM199	0.00185205513427092	1	29
TMEM203	0.651354822398056	-1	4
TMEM208	0.0462707807850654	1	7
TMEM214	0.129945073550032	1	4
TMEM230	6.39831466217913e-15	1	25
TMEM258	0.000338397259238781	1	13
TMEM259	1.10371570029808e-06	1	31
TMEM30A	0.263600565059995	1	50
TMEM33	0.562751427753691	1	25
TMEM38A	0.588855534669368	-1	9
TMEM38B	0.841373220191621	1	12
TMEM41B	0.116955969074584	1	8
TMEM43	6.65957938520703e-08	1	7
TMEM50A	0.117547142865344	1	6
TMEM50B	0.0167781903156785	1	10
TMEM64	0.0374876914837095	1	4
TMEM67	0.0645272407729751	-1	25
TMEM86B	0.000631525245147106	1	9
TMEM8B	0.709435062167379	-1	1
TMEM97	0.779755945589699	1	6
TMEM98	2.1289870231878e-14	1	1
TMF1	0.0611804633528821	-1	26
