EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000169327	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169330	126	128	237	160	385	250	152	95	42	106	127
ENSG00000169340	0	1	0	0	1	2	0	0	1	0	1
ENSG00000169344	0	0	0	1	0	0	0	0	0	0	0
ENSG00000169347	5	2	3	2	5	17	2	3	2	5	9
ENSG00000169359	1555	1405	2513	1591	2913	1737	1591	963	347	1517	1366
ENSG00000169371	1112	981	1522	1067	2389	1273	1080	649	238	984	1043
ENSG00000169372	390	536	653	372	721	376	399	242	93	345	389
ENSG00000169375	2995	2687	3845	2652	5336	2927	2346	1478	553	2787	2712
ENSG00000169379	1031	1001	1499	943	1749	1005	620	328	139	564	622
ENSG00000169385	0	0	0	0	2	0	0	0	0	0	0
ENSG00000169393	20	5	41	18	24	13	5	9	0	16	13
ENSG00000169397	0	0	2	0	1	0	0	0	0	0	0
ENSG00000169398	3619	3286	7012	4549	6854	3857	3454	2041	872	3784	4045
ENSG00000169402	12	6	13	1	16	3	8	1	1	7	7
ENSG00000169403	24	25	14	13	44	14	19	7	2	19	21
ENSG00000169410	2048	1757	3854	2507	4825	2534	2960	1958	747	2411	2345
ENSG00000169413	2	2	0	1	7	4	1	2	1	0	3
ENSG00000169418	21	19	34	14	78	37	8	6	3	11	18
ENSG00000169427	9	12	18	13	23	19	6	10	6	21	16
ENSG00000169429	39	43	40	20	31	17	49	40	19	10	34
ENSG00000169432	412	302	966	675	1132	618	588	236	122	521	474
ENSG00000169435	86	70	88	57	139	92	76	43	18	109	59
ENSG00000169436	6	3	71	25	16	4	15	4	3	20	19
ENSG00000169439	1689	1552	2980	1994	3265	1756	1905	1115	418	2067	1991
ENSG00000169442	16	17	40	17	16	12	10	10	8	14	6
ENSG00000169446	2173	2050	3523	2270	4271	2519	2692	1522	556	2121	2011
ENSG00000169469	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169474	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169484	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169488	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169490	756	754	1073	604	1541	900	929	439	179	790	782
ENSG00000169495	15	21	7	6	50	36	17	12	9	18	34
ENSG00000169499	308	300	453	276	578	360	365	194	82	340	335
ENSG00000169504	12075	12374	13205	8601	16578	9638	9126	4623	1897	9345	9639
ENSG00000169507	3	0	0	0	8	3	3	1	1	2	8
ENSG00000169508	1	2	0	0	4	0	5	8	1	5	2
ENSG00000169509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169515	2323	2097	2675	1679	3526	1874	1312	831	292	1807	1796
ENSG00000169519	1004	843	1464	974	1697	982	782	388	164	784	826
ENSG00000169548	9	8	13	5	12	4	5	1	1	4	2
ENSG00000169550	0	2	3	2	2	0	0	0	0	5	1
ENSG00000169551	3	6	3	3	6	7	5	2	0	5	3
ENSG00000169554	715	642	931	632	1384	829	569	295	152	610	575
ENSG00000169562	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169564	8942	8554	10968	7113	14191	7623	6560	4115	1729	6811	6908
ENSG00000169567	11423	14794	14620	8760	16909	9366	12238	6735	2735	8963	11505
ENSG00000169570	478	397	676	495	803	387	512	267	101	440	433
ENSG00000169575	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169583	5	2	0	4	4	5	1	2	0	0	2
ENSG00000169592	2477	2610	3005	2222	5245	2624	1954	1588	647	2567	2496
ENSG00000169594	5	6	18	2	36	19	14	7	8	10	13
ENSG00000169598	576	611	561	390	1210	573	390	262	94	558	608
ENSG00000169599	1295	1442	1920	1270	2226	1334	1422	929	367	1081	1286
ENSG00000169604	1781	1448	3351	2043	3925	2207	2637	1797	713	2188	2254
ENSG00000169605	0	0	0	0	0	0	0	0	0	1	0
ENSG00000169607	1843	1697	2307	1543	2916	1707	1654	975	394	1542	1644
ENSG00000169609	1047	1252	1497	991	2798	1544	1482	956	373	1188	1501
ENSG00000169612	1698	1927	2443	1603	3268	1847	2717	1329	489	1476	1486
ENSG00000169618	13	24	11	13	27	14	24	15	6	18	23
ENSG00000169621	111	109	150	106	204	120	108	77	26	118	119
ENSG00000169627	1188	1782	1826	1287	3471	1809	1532	1361	599	1388	1700
ENSG00000169629	867	672	1100	634	1787	981	726	358	144	769	783
ENSG00000169635	2357	1784	2731	1670	3699	1918	1486	1021	436	1534	1496
ENSG00000169641	2405	1995	1934	1297	3305	1724	1301	744	321	1707	1821
ENSG00000169660	594	705	680	465	1937	944	575	526	176	1023	1216
ENSG00000169662	7	6	0	3	0	0	2	2	0	2	3
ENSG00000169668	178	200	192	106	312	151	90	71	22	104	134
ENSG00000169676	1	3	7	7	3	1	6	2	0	0	1
ENSG00000169679	4489	4122	6266	4152	7071	4032	3764	2193	939	3623	3709
ENSG00000169682	1250	1155	2465	1644	3639	1755	2244	1562	686	2252	2291
ENSG00000169683	1420	1379	1343	888	3546	1535	1068	853	325	1821	1703
ENSG00000169684	1530	1417	2972	1985	3501	1919	1759	1007	373	1677	1874
ENSG00000169688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169689	3255	4854	3648	2051	6574	3092	2797	1680	642	2830	3160
ENSG00000169692	1919	1790	2015	1260	3127	1481	1447	1062	401	1439	1491
ENSG00000169696	1342	1462	1479	1018	2677	1374	1169	843	334	1520	1599
ENSG00000169704	0	0	0	1	0	0	0	0	0	0	1
ENSG00000169710	24202	20966	30937	19389	50161	23606	20643	15059	5639	27263	25569
ENSG00000169714	13951	13919	20274	13674	26724	13879	16704	8771	3587	14604	15480
ENSG00000169715	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169718	7006	6475	7693	5077	15374	6995	5680	4292	1650	7757	8291
ENSG00000169727	7030	6852	8441	5715	12452	5998	6015	4491	1778	7144	7364
ENSG00000169733	1625	1636	1591	1027	4089	1840	1467	1361	503	2483	2528
ENSG00000169738	3906	4213	5114	3403	6671	3193	2839	2052	823	3745	3799
ENSG00000169740	816	881	1360	815	2688	1309	1361	758	327	1035	1263
ENSG00000169744	0	0	4	14	1	1	0	0	0	0	0
ENSG00000169750	3041	3047	3528	2303	6191	3045	2260	1622	612	2887	2904
ENSG00000169752	137	157	198	106	271	186	161	88	40	162	188
ENSG00000169756	3139	2896	5587	3670	6183	3523	3553	1826	812	3123	3299
ENSG00000169758	214	173	323	245	468	247	137	101	31	162	200
ENSG00000169760	207	147	530	339	656	378	261	189	78	361	297
ENSG00000169762	812	776	1543	1033	1613	990	975	530	235	779	795
ENSG00000169763	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169764	2349	2395	3014	1976	3877	2030	2165	1119	455	1834	1866
ENSG00000169777	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169783	883	715	2023	1233	3008	1614	1016	799	294	1024	947
ENSG00000169789	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169800	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169807	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169811	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169813	9279	8852	11629	7426	15255	7970	7188	3839	1509	7210	7397
ENSG00000169814	520	547	748	499	1137	656	652	431	160	679	703
ENSG00000169826	978	892	1848	1307	2112	1116	1073	621	257	907	1122
ENSG00000169836	0	0	0	1	0	0	0	0	0	0	1
ENSG00000169840	0	0	0	3	0	0	0	0	0	0	0
ENSG00000169849	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169851	1427	982	3062	2119	4347	2264	2670	1569	668	2188	2090
ENSG00000169855	3690	2719	6642	4556	7437	4073	4252	2811	1019	3873	3782
ENSG00000169856	31	23	26	25	71	35	23	21	9	29	36
ENSG00000169857	509	469	737	449	903	486	486	298	100	466	521
ENSG00000169860	1590	1394	1851	1102	3114	1819	988	682	270	1502	1708
ENSG00000169862	7	2	11	13	13	4	5	9	2	4	5
ENSG00000169871	1176	1075	852	538	2022	1092	638	523	189	1191	1159
ENSG00000169876	0	0	0	0	13	0	0	0	0	2	0
ENSG00000169877	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169884	169	107	223	163	305	149	114	76	38	156	126
ENSG00000169885	7	14	1	3	23	9	4	9	3	15	24
ENSG00000169891	370	317	605	397	721	438	410	294	93	437	422
ENSG00000169894	96	85	127	90	88	50	32	24	12	57	63
ENSG00000169895	7385	7236	10240	7201	12418	6947	6572	3936	1581	6167	6540
ENSG00000169896	3	1	4	9	8	2	3	0	0	5	3
ENSG00000169900	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169902	803	721	1164	750	1441	835	870	584	232	798	720
ENSG00000169903	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169905	2236	2243	3463	2309	5410	2924	2577	1503	655	2338	2654
ENSG00000169906	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169908	0	0	1	0	0	0	0	1	0	0	0
ENSG00000169914	1319	1375	1149	696	2893	1563	819	526	203	1457	1605
ENSG00000169918	195	183	225	162	348	214	162	96	48	236	176
ENSG00000169919	1734	1777	2883	1841	3716	1981	2012	1310	571	2139	2116
ENSG00000169925	3524	2864	3881	2661	5325	2978	2360	1524	690	2641	2570
ENSG00000169926	623	412	814	431	1045	502	457	284	121	533	496
ENSG00000169933	16	13	250	154	300	182	47	31	13	88	94
ENSG00000169946	242	202	344	260	534	312	289	162	79	307	347
ENSG00000169951	810	777	1052	628	1577	924	613	434	183	678	722
ENSG00000169953	1	0	0	0	1	1	1	0	0	0	0
ENSG00000169955	854	746	1157	738	1892	1036	1020	694	253	981	913
ENSG00000169957	3109	2445	6258	3849	6682	3249	3066	2424	900	3543	3653
ENSG00000169962	2	0	2	4	14	2	1	3	1	2	6
ENSG00000169964	410	531	540	322	912	494	370	254	101	453	520
ENSG00000169967	1659	1525	1955	1313	3274	1839	1524	892	359	1431	1646
ENSG00000169972	1943	1931	2228	1424	2903	1439	1146	929	313	1501	1401
ENSG00000169976	5961	7360	6605	4387	10079	5503	5531	4160	1600	4598	4888
ENSG00000169981	260	252	281	186	569	293	286	176	86	252	311
ENSG00000169989	68	93	68	44	86	66	34	18	3	48	54
ENSG00000169991	725	506	797	423	1048	493	446	267	108	544	610
ENSG00000169992	1033	993	1400	934	2752	1457	952	810	324	1559	1596
ENSG00000169994	1	3	2	0	1	0	1	0	0	1	0
ENSG00000170004	3563	3236	4511	3246	6774	3470	2648	1815	717	3606	3911
ENSG00000170006	99	78	181	95	157	112	64	51	16	96	86
ENSG00000170011	112	98	436	274	160	84	205	109	51	218	182
ENSG00000170017	3683	3352	6095	3997	7349	4374	4166	2274	1037	4102	3761
ENSG00000170027	8502	7859	12959	8634	13899	7766	8218	4646	1972	8640	8964
ENSG00000170035	3050	3019	4213	2911	5959	3518	3665	2233	927	2716	2983
ENSG00000170037	1462	1462	1529	960	3290	1659	1201	917	327	1624	1668
ENSG00000170043	3812	3616	4362	3303	6073	3323	3223	2262	876	3005	2905
ENSG00000170044	2	0	5	1	0	0	0	0	0	0	2
ENSG00000170049	28	54	19	28	238	146	86	72	40	139	159
ENSG00000170054	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170074	3	9	8	9	15	12	2	1	0	8	4
ENSG00000170075	5	12	5	3	23	5	4	6	3	10	9
ENSG00000170085	1666	1750	2363	1615	2706	1533	1381	978	412	1440	1486
ENSG00000170088	746	711	1523	951	1929	1085	977	614	257	918	1004
ENSG00000170089	704	659	907	633	780	471	499	296	129	550	547
ENSG00000170091	6	2	4	0	3	3	2	6	1	2	4
ENSG00000170092	1	0	0	2	0	0	0	1	0	0	0
ENSG00000170099	0	1	4	1	7	2	1	1	0	3	4
ENSG00000170100	491	448	1029	684	1661	859	723	450	179	717	757
ENSG00000170113	1086	988	1435	903	2335	1312	1102	582	221	1057	1072
ENSG00000170122	38	32	45	30	104	44	44	39	15	57	35
ENSG00000170128	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170142	7008	7557	10746	7190	10978	6348	6809	3928	1725	6615	7176
ENSG00000170144	24490	24664	35615	22297	50176	26741	24188	11555	4830	24073	26532
ENSG00000170145	1430	1091	1668	1128	2576	1296	1322	871	354	1274	1340
ENSG00000170152	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170153	1472	1164	2066	1377	2862	1660	1351	839	341	1670	1697
ENSG00000170160	21	49	24	16	135	79	56	25	6	56	77
ENSG00000170162	46	24	72	53	142	81	64	66	19	86	61
ENSG00000170165	8	13	6	10	20	21	1	3	1	5	8
ENSG00000170166	31	71	35	15	406	164	52	50	16	81	83
ENSG00000170175	279	296	399	257	593	325	285	197	74	311	339
ENSG00000170178	6	3	9	10	14	9	4	4	3	1	2
ENSG00000170180	0	0	0	0	2	0	0	0	0	0	5
ENSG00000170185	1772	1519	2725	1636	3145	1685	2140	1206	505	1526	1501
ENSG00000170190	44	30	87	53	61	41	33	24	18	52	93
ENSG00000170191	855	904	994	673	1297	868	657	315	148	648	684
ENSG00000170209	0	0	2	1	4	5	0	0	1	2	4
ENSG00000170214	59	72	107	84	86	59	69	46	14	76	47
ENSG00000170222	294	360	327	203	389	252	226	98	45	192	232
ENSG00000170231	2	0	5	0	0	0	2	0	1	3	3
ENSG00000170234	1065	1086	1699	1100	1585	929	839	552	212	988	1014
ENSG00000170236	1	0	1	0	0	0	0	0	0	2	0
ENSG00000170242	2889	2343	3886	2488	5051	2815	2617	1424	627	2600	2651
ENSG00000170248	6077	5509	9233	6036	11004	5870	5617	3267	1325	7262	7387
ENSG00000170255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170260	880	800	1170	671	2074	934	769	514	183	1006	965
ENSG00000170262	0	0	0	2	0	0	0	0	0	0	0
ENSG00000170264	808	889	1110	730	1735	1021	745	387	159	819	943
ENSG00000170265	2458	2218	2943	2101	5066	2474	2408	1899	719	2604	2534
ENSG00000170266	1913	1854	4044	2716	4462	2408	2426	1508	634	2682	2806
ENSG00000170270	345	460	493	301	609	360	327	170	68	264	304
ENSG00000170271	166	134	231	137	164	99	81	59	28	113	94
ENSG00000170275	6170	5868	11599	7392	11454	6644	5409	3789	1515	7527	7802
ENSG00000170276	0	0	0	0	2	2	1	0	0	0	0
ENSG00000170279	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170289	0	0	0	0	2	3	2	0	0	1	1
ENSG00000170290	2	3	7	0	13	3	3	0	0	1	0
ENSG00000170291	2455	2900	3343	2078	4570	2459	2590	1760	659	2243	2478
ENSG00000170293	560	591	862	542	1163	741	478	293	116	619	645
ENSG00000170296	5344	5734	6589	4544	8106	4627	4208	2736	1048	4254	4370
ENSG00000170298	0	2	0	0	0	0	0	0	0	0	0
ENSG00000170310	1076	1408	1667	1132	1887	1133	854	575	238	896	1001
ENSG00000170312	5729	5600	7795	4898	9827	5518	4713	2346	1054	4143	4659
ENSG00000170315	43972	48106	66543	44065	77671	41593	49726	32681	13427	46901	48738
ENSG00000170322	2586	2612	2763	1994	5490	2852	2182	1524	576	2697	2809
ENSG00000170323	0	0	1	1	0	0	0	0	0	0	0
ENSG00000170324	9	17	9	14	46	29	19	10	2	23	14
ENSG00000170325	543	440	514	358	979	548	347	211	99	403	366
ENSG00000170340	783	694	1207	794	1358	843	828	434	166	688	754
ENSG00000170345	58	69	64	54	164	69	168	130	48	157	167
ENSG00000170348	6950	6429	13084	8468	13692	8276	8648	4995	2063	6609	6624
ENSG00000170356	1	0	1	1	0	1	0	1	10	0	0
ENSG00000170364	970	1184	1280	889	2193	1222	982	586	241	941	1089
ENSG00000170365	672	580	1074	734	1270	708	701	471	223	657	617
ENSG00000170367	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170369	0	0	0	0	3	0	0	1	0	0	0
ENSG00000170370	166	205	321	263	380	231	155	74	30	163	168
ENSG00000170373	0	2	0	2	1	0	0	0	0	0	2
ENSG00000170374	1	6	3	2	8	3	2	3	0	12	5
ENSG00000170379	81	88	154	80	177	100	82	45	22	113	79
ENSG00000170381	343	330	509	328	656	412	446	241	106	428	397
ENSG00000170382	137	121	528	350	579	325	224	158	43	170	138
ENSG00000170385	689	644	864	559	2122	803	1341	671	278	885	987
ENSG00000170390	332	303	457	325	734	424	373	307	122	380	443
ENSG00000170396	0	0	1	0	1	0	10	3	7	2	9
ENSG00000170409	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170412	913	681	1639	972	2253	1088	1188	860	255	1369	1362
ENSG00000170417	371	447	571	419	832	479	522	290	147	391	484
ENSG00000170419	0	1	2	8	4	3	0	0	0	0	2
ENSG00000170421	6432	5538	8039	5559	9096	4741	5377	3678	1363	5111	5032
ENSG00000170423	0	0	0	0	1	0	0	0	0	0	2
ENSG00000170425	470	499	734	489	900	500	506	305	149	587	568
ENSG00000170426	1	0	3	0	2	1	1	2	2	0	0
ENSG00000170430	640	663	916	636	865	448	601	428	161	506	461
ENSG00000170439	88	91	214	135	303	164	168	142	63	212	208
ENSG00000170442	0	4	2	8	6	3	0	1	1	4	2
ENSG00000170445	3594	3614	5112	3562	5650	2817	3505	2082	838	3787	3951
ENSG00000170448	860	836	1305	851	1911	1013	791	457	195	780	898
ENSG00000170454	0	2	1	1	3	0	3	0	0	2	0
ENSG00000170456	935	774	1526	975	1968	1228	1034	582	251	1045	1021
ENSG00000170458	7	3	22	11	17	7	8	3	1	15	15
ENSG00000170464	1435	1335	2233	1568	2300	1311	1473	877	402	1377	1486
ENSG00000170465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170468	645	524	902	555	1396	647	641	409	158	727	754
ENSG00000170469	359	365	407	235	424	238	270	179	72	293	297
ENSG00000170471	3160	2591	4087	2775	5766	3175	2754	1558	669	2967	3062
ENSG00000170473	1058	1021	1519	1021	2095	1100	1004	728	296	1000	1022
ENSG00000170476	0	3	1	2	3	2	3	1	1	2	7
ENSG00000170477	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170482	3	3	4	0	2	0	0	4	0	2	0
ENSG00000170484	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170485	726	680	799	615	1430	753	577	414	179	626	701
ENSG00000170486	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170498	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170500	2384	1824	3144	1950	5415	3091	2312	1509	640	2746	2668
ENSG00000170502	1069	991	1720	1089	1974	1204	1235	653	267	1058	1045
ENSG00000170509	8	8	6	4	19	11	9	5	0	4	4
ENSG00000170515	13580	13571	16786	11775	17818	10230	9444	5914	2369	10145	10971
ENSG00000170516	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170522	2336	2199	3482	2340	4800	2802	2114	1267	574	2092	2257
ENSG00000170523	0	0	1	0	1	1	1	0	0	0	0
ENSG00000170525	1395	1290	1918	1262	2330	1266	852	544	226	1053	1060
ENSG00000170537	216	179	455	306	699	341	362	222	69	359	311
ENSG00000170540	5386	4809	10281	6658	15482	8807	9931	5809	2399	7710	8254
ENSG00000170542	326	377	594	371	713	377	270	174	93	281	307
ENSG00000170545	234	206	348	282	376	200	180	159	49	259	255
ENSG00000170549	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170558	2850	2240	6035	3991	7490	4223	3807	2397	871	3795	3703
ENSG00000170561	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170571	2094	1700	3946	2498	8531	4872	2978	1602	711	2551	2898
ENSG00000170577	178	158	183	112	414	213	166	119	40	168	188
ENSG00000170579	16	29	140	96	46	28	10	13	6	24	21
ENSG00000170581	1021	990	1435	933	2538	1357	932	706	276	1271	1494
ENSG00000170584	2123	2239	3178	1942	3133	1759	2181	1047	465	2099	2305
ENSG00000170604	2759	2537	3949	2451	5342	2587	2245	1585	568	2537	2498
ENSG00000170605	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170606	12967	12709	20687	13715	17397	9527	12362	6251	2708	11996	12560
ENSG00000170608	89	57	312	211	228	124	84	45	16	180	145
ENSG00000170613	1	0	0	0	0	0	0	0	0	0	0
ENSG00000170615	1	0	6	2	5	0	4	4	2	1	1
ENSG00000170619	955	1017	1625	997	1852	895	979	634	270	901	896
ENSG00000170624	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170627	3	0	4	2	6	1	1	0	0	0	3
ENSG00000170629	308	255	77	44	748	383	249	168	67	324	345
ENSG00000170631	314	261	474	351	525	243	220	207	91	232	319
ENSG00000170632	1590	1777	1393	965	3095	1798	1673	940	384	1439	1589
ENSG00000170633	1207	1176	1667	1134	2617	1376	1193	792	333	1129	1240
ENSG00000170634	185	221	270	195	334	176	212	157	71	186	183
ENSG00000170638	3922	3572	3789	2357	7073	3311	2600	2044	778	3315	3413
ENSG00000170647	106	98	180	111	250	170	157	78	35	145	163
ENSG00000170653	1314	1261	1698	1106	2616	1465	1161	820	336	1215	1321
ENSG00000170667	319	384	321	224	574	272	219	183	48	360	260
ENSG00000170677	585	477	792	454	1252	614	606	305	121	447	564
ENSG00000170681	162	148	170	98	343	188	149	81	39	167	178
ENSG00000170683	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170684	302	274	320	237	498	234	167	124	41	230	249
ENSG00000170688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170689	1649	1559	3295	2257	4813	2602	1828	1303	476	2475	2500
ENSG00000170703	36	46	38	14	52	29	12	6	4	30	36
ENSG00000170734	1037	1047	1076	719	1795	987	762	419	169	728	712
ENSG00000170743	805	702	965	647	1823	927	660	436	204	726	848
ENSG00000170745	303	253	660	482	437	247	370	226	101	240	304
ENSG00000170748	2	0	1	1	3	3	1	2	0	0	1
ENSG00000170759	9601	8353	13965	9286	14909	8471	8991	4344	1820	8334	8727
ENSG00000170775	184	148	371	200	484	271	307	221	89	417	402
ENSG00000170776	1904	1156	2396	1478	3263	1799	1412	852	359	1498	1431
ENSG00000170777	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170779	2192	2000	2790	1740	3482	1812	1626	967	365	1579	1583
ENSG00000170782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170786	12	10	9	4	10	2	22	16	7	21	14
ENSG00000170788	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170790	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170791	876	986	1958	1232	2530	1315	1566	904	364	1592	1941
ENSG00000170801	203	190	333	216	514	260	162	128	45	183	157
ENSG00000170802	785	777	903	563	1354	770	573	291	143	594	646
ENSG00000170807	1	0	0	0	5	1	1	0	0	3	0
ENSG00000170819	1	1	1	2	3	2	0	0	0	1	0
ENSG00000170820	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170827	9	12	3	2	27	18	12	14	8	17	22
ENSG00000170832	1928	1758	2765	1839	3258	1749	1697	968	402	1713	1788
ENSG00000170835	79	88	52	43	210	132	60	71	23	105	101
ENSG00000170836	1373	1401	1932	1312	2596	1519	1224	691	299	1307	1433
ENSG00000170837	1100	871	1796	1034	2232	1135	1344	932	351	1121	1140
ENSG00000170848	0	0	0	0	0	0	1	2	0	0	0
ENSG00000170852	1388	1319	1867	1191	2666	1309	1379	805	325	1232	1308
ENSG00000170854	2054	1770	3123	1976	3834	1959	1903	1147	446	1897	2049
ENSG00000170855	2094	2301	3408	2200	4663	2539	2710	1396	557	2308	2592
ENSG00000170858	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170860	5187	6744	6843	4643	9991	5813	5591	3480	1402	5122	6542
ENSG00000170871	1432	1161	2018	1341	2872	1613	1662	914	410	1325	1428
ENSG00000170873	520	449	834	530	972	558	375	258	111	533	633
ENSG00000170876	2864	2522	4491	2762	6844	3628	3835	2619	992	4016	4143
ENSG00000170881	1771	1722	2528	1679	3247	1936	2861	1469	640	2356	2666
ENSG00000170889	850	1043	1239	795	1983	951	775	482	191	1012	1184
ENSG00000170890	2	1	7	0	4	0	2	0	0	2	1
ENSG00000170891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170892	1753	1750	2151	1430	3718	1849	1647	891	362	1703	1547
ENSG00000170893	0	0	0	0	1	0	0	0	0	0	0
ENSG00000170899	1890	1955	2441	1611	3048	1857	1550	949	393	1606	1863
ENSG00000170903	1151	1189	1629	1081	2260	1376	1070	570	206	1009	1100
ENSG00000170906	284	317	430	283	533	314	224	168	71	264	282
ENSG00000170909	7	0	5	2	9	4	5	8	1	29	14
ENSG00000170915	850	621	1546	962	2047	1344	943	614	269	898	828
ENSG00000170917	259	353	413	234	528	249	243	143	41	288	313
ENSG00000170920	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170921	1489	990	1942	1271	2308	1346	1013	732	308	1315	1331
ENSG00000170923	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170925	0	0	2	0	1	1	1	0	0	0	1
ENSG00000170927	0	3	1	0	2	2	1	1	0	0	0
ENSG00000170929	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170935	2	0	3	4	7	4	4	1	0	5	0
ENSG00000170946	926	1146	1008	645	1797	1077	840	528	231	734	985
ENSG00000170948	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170949	414	375	559	358	1059	559	398	217	104	579	681
ENSG00000170950	0	0	0	0	1	0	2	0	0	0	0
ENSG00000170953	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170954	74	84	94	83	134	81	67	30	13	40	69
ENSG00000170955	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170956	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170959	40	31	88	34	115	50	28	25	8	38	50
ENSG00000170961	65	66	90	56	288	143	76	59	24	115	104
ENSG00000170962	71	88	305	214	255	150	114	69	33	173	174
ENSG00000170965	731	746	1221	776	1731	928	741	536	236	714	680
ENSG00000170967	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170989	154	136	190	112	273	135	77	48	11	130	121
ENSG00000171004	1533	1215	3123	2115	3940	2060	2363	1348	556	1761	1788
ENSG00000171014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171016	561	429	635	419	1173	686	526	283	118	445	449
ENSG00000171017	322	332	491	302	571	262	356	211	82	414	364
ENSG00000171033	587	623	1022	685	1546	929	798	473	184	547	670
ENSG00000171044	132	116	159	103	293	139	95	81	41	176	185
ENSG00000171045	391	361	677	433	874	430	325	266	99	522	451
ENSG00000171049	0	2	0	0	2	0	2	0	0	0	0
ENSG00000171051	2	1	0	0	2	0	0	0	0	3	0
ENSG00000171053	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171054	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171055	1426	1486	2211	1492	2410	1341	1283	814	310	1243	1391
ENSG00000171056	19	23	40	14	43	24	23	10	6	23	14
ENSG00000171060	0	0	0	0	1	0	0	1	0	1	1
ENSG00000171067	1054	1017	1108	727	2125	1065	967	719	266	866	885
ENSG00000171084	112	99	165	88	188	105	84	37	21	103	84
ENSG00000171094	2	0	3	2	4	0	2	0	1	1	0
ENSG00000171097	941	1149	798	461	1023	537	309	221	77	542	553
ENSG00000171100	397	318	567	386	749	451	389	209	95	354	348
ENSG00000171101	0	0	0	0	0	0	0	0	0	0	0
